,,,,,,,,,,,,,,,,,,,,,,,,,,,Jarvis,,,,,,,,,,,
,,,,,Mold Temp Set,,Insert Temp Actual,,,,,Injection Velocity,,,,,Injection Pressure's,,,,,,,SR2,,,Global Power Avg,,,,,,,,,,,Lid Molding
Date,Sample ID,CT (mm),PRE-DRY,Mold,A-SIDE,B-SIDE,A-SIDE,B-SIDE,"Melt Temp
(F)","Fill time
(s)",Cooling time,"1st
(%)","2nd
(%)","3rd
(%)","1st
(psi) x 1000","2nd
(psi) x 1000","Inj P Setting
(%)","Pack Set
(%)","Hold Set
(%)","Pack Pressure
(psi) x 1000","Hold Pressure
(psi) x 1000","Shot size
(mm)","Cushion
(mm)","Diopter
3.5+/-0.06","Cyl
(<0.06)","Insert 
Design",R.01,R.02,R.03,R.04,R.05,R.06,R.07,R.08,R.09,R.10,R.11,
,A13D,1.16,CLV1000-Yes,X-10,217,220,,,460,10.26,,7,12,8,5.3,6.55,65,58,55,15.1,14.16,149.89,7.47,3.47,0.05,D_19121901,3.233,3.215,3.196,3.14,3.057,2.937,2.784,2.599,2.347,2.133,1.812,9
,A14D,1.16,CLV1000-Yes,X-10,217,220,,,460,10.26,,7,12,8,5.3,6.55,65,58,55,15.1,14.16,149.89,7.47,3.47,0.02,D_19121901,3.307,3.268,3.248,3.192,3.113,2.997,2.816,2.62,2.363,2.142,1.815,5
,A15D,1.16,CLV1000-Yes,X-10,217,220,,,460,10.26,,7,12,8,5.3,6.55,65,58,55,15.1,14.16,149.89,7.47,3.5,0.02,D_19121901,3.25,3.24,3.225,3.166,3.083,2.967,2.827,2.647,2.388,2.205,1.883,10
,A1P2D,1.1,CLV1000_P2-Yes,X-10,217,220,,,460,10.26,,7,12,8,,,65,58,55,15.1,14.16,,,3.51,0.04,D_19121901,3.297,3.287,3.265,3.216,3.14,3.023,2.889,2.708,2.472,2.253,1.924,8
,A2P2D,1.1,CLV1000_P2-Yes,X-10,217,220,,,460,10.25,,7,12,8,5.1,6.59,65,58,55,15.1,14.16,150.26,6.84,3.46,0.03,D_19121901,3.27,3.256,3.229,3.178,3.09,2.968,2.823,2.628,2.366,2.142,1.823,9
,A3P2D,1.1,CLV1000_P2-Yes,X-10,217,220,,,460,10.25,,7,12,8,5.1,6.59,65,58,55,15.1,14.16,,,3.48,0.05,D_19121901,3.319,3.289,3.263,3.212,3.123,3.013,2.848,2.66,2.403,2.189,1.853,9
,A4P2D,1.1,CLV1000_P2-Yes,X-10,217,220,,,460,10.25,,7,12,8,5.1,6.59,65,58,55,15.1,14.16,,,3.51,0.02,D_19121901,3.353,3.36,3.323,3.278,3.191,3.072,2.913,2.723,2.441,2.238,1.89,9
,A5P2D,1.1,CLV1000_P2-Yes,X-10,217,220,,,460,10.25,,7,12,8,5.1,6.59,65,58,55,15.1,14.16,,,3.5,0.05,D_19121901,3.398,3.381,3.36,3.309,3.223,3.098,2.949,2.763,2.493,2.27,1.937,9
,A6P2D,1.1,CLV1000_P2-Yes,X-10,217,220,,,460,10.29,,7,12,8,5.6,6.5,65,58,55,15.1,14.16,150.11,7.15,3.47,0.09,D_19121901,3.3,3.288,3.259,3.205,3.115,2.992,2.833,2.638,2.389,2.177,1.848,9
,A7P2D,1.1,CLV1000_P2-Yes,X-10,217,220,,,460,10.29,,7,12,8,5.6,6.5,65,58,55,15.1,14.16,,,3.43,0.06,D_19121901,3.409,3.41,3.358,3.315,3.208,3.069,2.899,2.707,2.434,2.195,1.854,11
